Recall,Class 0.0 Precision,Class 1.0 Precision,Class 2.0 Precision,Class 3.0 Precision
0.0,1.0,1.0,1.0,0.9285714285714286
0.001001001001001001,1.0,1.0,1.0,0.9285714285714286
0.002002002002002002,1.0,1.0,1.0,0.9285714285714286
0.003003003003003003,1.0,1.0,1.0,0.9285714285714286
0.004004004004004004,1.0,1.0,1.0,0.9285714285714286
0.005005005005005005,1.0,1.0,1.0,0.9285714285714286
0.006006006006006006,1.0,1.0,1.0,0.9285714285714286
0.007007007007007007,1.0,1.0,1.0,0.9285714285714286
0.008008008008008008,1.0,1.0,1.0,0.9285714285714286
0.009009009009009009,1.0,1.0,1.0,0.9285714285714286
0.01001001001001001,1.0,1.0,1.0,0.9285714285714286
0.011011011011011011,1.0,1.0,1.0,0.9285714285714286
0.012012012012012012,1.0,1.0,1.0,0.9285714285714286
0.013013013013013013,1.0,1.0,1.0,0.9285714285714286
0.014014014014014014,1.0,1.0,1.0,0.9285714285714286
0.015015015015015015,1.0,1.0,1.0,0.9285714285714286
0.016016016016016016,1.0,1.0,1.0,0.9285714285714286
0.017017017017017015,1.0,1.0,1.0,0.9285714285714286
0.018018018018018018,1.0,1.0,1.0,0.9285714285714286
0.01901901901901902,1.0,1.0,1.0,0.9285714285714286
0.02002002002002002,1.0,1.0,1.0,0.9285714285714286
0.02102102102102102,1.0,1.0,1.0,0.9285714285714286
0.022022022022022022,1.0,1.0,1.0,0.9285714285714286
0.023023023023023025,1.0,1.0,1.0,0.9285714285714286
0.024024024024024024,1.0,1.0,1.0,0.9285714285714286
0.025025025025025023,1.0,1.0,1.0,0.9285714285714286
0.026026026026026026,1.0,1.0,1.0,0.9285714285714286
0.02702702702702703,1.0,1.0,1.0,0.9285714285714286
0.028028028028028028,1.0,1.0,1.0,0.9285714285714286
0.029029029029029027,1.0,1.0,1.0,0.9285714285714286
0.03003003003003003,1.0,1.0,1.0,0.9285714285714286
0.031031031031031032,1.0,1.0,1.0,0.9285714285714286
0.03203203203203203,1.0,1.0,1.0,0.9285714285714286
0.03303303303303303,1.0,1.0,1.0,0.9285714285714286
0.03403403403403403,1.0,1.0,1.0,0.9285714285714286
0.035035035035035036,1.0,1.0,1.0,0.9285714285714286
0.036036036036036036,1.0,1.0,1.0,0.9285714285714286
0.037037037037037035,1.0,1.0,1.0,0.9285714285714286
0.03803803803803804,1.0,1.0,1.0,0.9285714285714286
0.03903903903903904,1.0,1.0,1.0,0.9285714285714286
0.04004004004004004,1.0,1.0,1.0,0.9285714285714286
0.04104104104104104,1.0,1.0,1.0,0.9285714285714286
0.04204204204204204,1.0,1.0,1.0,0.9285714285714286
0.043043043043043044,1.0,1.0,1.0,0.9285714285714286
0.044044044044044044,1.0,1.0,1.0,0.9285714285714286
0.04504504504504504,1.0,1.0,1.0,0.9285714285714286
0.04604604604604605,1.0,1.0,1.0,0.9285714285714286
0.04704704704704705,1.0,1.0,1.0,0.9285714285714286
0.04804804804804805,1.0,1.0,1.0,0.9285714285714286
0.04904904904904905,1.0,1.0,1.0,0.9285714285714286
0.050050050050050046,1.0,1.0,1.0,0.9285714285714286
0.05105105105105105,1.0,1.0,1.0,0.9285714285714286
0.05205205205205205,1.0,1.0,1.0,0.9285714285714286
0.05305305305305305,1.0,0.6666666666666666,1.0,0.9285714285714286
0.05405405405405406,1.0,0.6666666666666666,1.0,0.9285714285714286
0.055055055055055056,1.0,0.6666666666666666,1.0,0.9285714285714286
0.056056056056056056,1.0,0.6666666666666666,1.0,0.9285714285714286
0.057057057057057055,1.0,0.6666666666666666,1.0,0.9285714285714286
0.058058058058058054,1.0,0.6666666666666666,1.0,0.9285714285714286
0.05905905905905906,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06006006006006006,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06106106106106106,1.0,0.6666666666666666,1.0,0.9285714285714286
0.062062062062062065,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06306306306306306,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06406406406406406,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06506506506506507,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06606606606606606,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06706706706706707,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06806806806806806,1.0,0.6666666666666666,1.0,0.9285714285714286
0.06906906906906907,1.0,0.6666666666666666,1.0,0.9285714285714286
